USAF,WBAN,STATION_NAME,CTRY,ST,CALL,LAT,LNG,ELEV(M),BEGIN,END
995110,99999,PLATFORM NO. 62125           ,US,  ,    ,53.8,-3.500,+0000.0,19890317,20081231
995130,99999,PLATFORM NO. 62123           ,US,  ,    ,56.4,2.2,+0000.0,19890318,20080712
995160,99999,SEAL ROCKS 55NM SOUTH OF VALD,US,  ,    ,60.22,-146.830,+0000.0,19900821,20081231
995170,99999,PLATFORM NO. 63109           ,US,  ,    ,59.35,1.3,+0000.0,19900712,20041021
995180,99999,PLATFORM NO. 62141           ,US,  ,    ,60.38,1.05,+0000.0,19890814,20081231
995200,99999,ENVIRONM BUOY 62133          ,US,  ,    ,57.1,1,+0000.0,19890814,20081231
995210,99999,PLATFORM NO. 62129           ,US,  ,    ,53.05,2.117,+0000.0,19890814,20080430
995230,99999,PLATFORM NO. 62122           ,US,  ,    ,56.3,2.01,+0000.0,19890814,20081029
995260,99999,ENVIRONM BUOY 62138          ,US,  ,    ,58.3,-1.700,+0000.0,19891121,20081230
995300,99999,PLATFORM NO. 62114           ,US,  ,    ,58.3,1,+0000.0,19890808,20081231
995330,99999,PLATFORM NO. 62117           ,US,  ,    ,57.92,0,+0000.0,19890112,20081231
995400,99999,PLATFORM NO. 62150           ,US,  ,    ,59.5,1.4,+0000.0,19900921,20080206
995450,99999,CANAVERAL 20 NM EAST OF CAPE ,US,  ,    ,28.519,-80.166,+0000.0,19890814,20081231
995460,99999,CANAVERAL EAST 120NM EAST OF ,US,  ,    ,28.9,-78.550,+0000.0,19890814,20081231
995470,99999,PENSACOLA - 115NM EAST SOUTHE,US,  ,    ,28.8,-86.060,+0000.0,19890211,20081231
995510,99999,PLATFORM NO. 62560           ,US,  ,    ,43,-79.300,+0000.0,19890626,20081231
995540,99999,PLATFORM NO. 62563           ,US,  ,    ,55.12,-6.600,+0000.0,19890125,20041229
995570,99999,PLATFORM NO. 62567           ,US,  ,    ,42.4,-15.200,+0000.0,19890326,19980203
995600,99999,PLATFORM NO. 62570           ,US,  ,    ,29,-14.117,+0000.0,19891104,19970604
995740,99999,ENVIRONM BUOY 62119          ,US,  ,    ,57,2,+0000.0,19890709,20081231
995840,99999,ENVIRONM BUOY 62556          ,US,  ,    ,29.4,-25.920,+0000.0,19901107,20081229
995890,99999,ENVIRONM BUOY 62051          ,US,  ,    ,53.5,-5.400,+0000.0,19910716,20081219
995910,99999,W. TAMPA  106NM WEST NORTHWES,US,  ,    ,28.51,-84.510,+0000.0,19890808,20081231
995930,99999,ENVIRONM BUOY 62104          ,US,  ,    ,50.417,0.233,+0000.0,19900103,20041118
996040,99999,ENVIRONM BUOY 63119          ,US,  ,    ,56.3,2.1,+0000.0,19920416,20081231
996180,99999,FREEPORT  TX. 60 NM SOUTH OF ,US,  ,    ,27.91,-95.360,+0000.0,19910515,20081231
996190,99999,CORPUS CHRISTI  TX. 50NM SOUT,US,  ,    ,26.95,-96.700,+0000.0,19920416,20081231
996220,99999,FAIRWEATHER GROUNDS 92NM SOUT,US,  ,    ,58.25,-138.000,+0000.0,19920416,20081231
996280,99999,DATA BUOY 44001              ,US,  ,    ,38.7,-73.600,+0003.0,20011215,20041229
996300,99999,VIRGINIA BEACH 64 NM EAST OF ,US,  ,    ,36.61,-74.840,+0000.0,19911211,20081231
996310,99999,MOORED BUOY 46046            ,US,  ,    ,46.3,-124.200,+0000.0,19930906,20030913
996320,99999,ENVIRONM BUOY 62157          ,US,  ,    ,58.117,0.117,+0000.0,19901019,20081114
996330,99999,23 NAUTICAL MILES SOUTHWEST O,US,  ,    ,40.7,-72.000,+0000.0,19910405,20081231
996340,99999,SE CAPE COD 30NM EAST OF NANT,US,  ,    ,41.26,-69.290,+0000.0,19911003,20081231
996350,99999,ST. AUGUSTINE  FL 40NM ENE OF,US,  ,    ,30,-80.600,+0000.0,20020626,20081231
996360,99999,DATA BUOY 44023              ,US,  ,    ,37.5,-74.400,+0003.0,19930825,20040928
996370,99999,REDONDO BEACH                ,US,  ,    ,33.84,-118.450,+0003.0,19910503,20021202
996390,99999,ENVIRONM BUOY 62148          ,US,  ,    ,53.6,1.05,+0000.0,19991229,20081231
996400,99999,SANTA BARB E - 12NM SOUTHWEST,US,  ,    ,34.24,-119.850,+0000.0,19931227,20081231
996420,99999,LONG ISLAND 33 NM SOUTH OF IS,US,  ,    ,40.25,-73.170,+0000.0,19920416,20081231
996470,99999,SANTA BARBARA W 38 NM WEST OF,US,  ,    ,34.27,-120.450,+0000.0,19910722,20081231
996590,99999,DATA BUOY 41017              ,US,  ,    ,35.4,-75.100,+0003.0,19940131,20021109
996610,99999,S ALEUTIANS 380NM SOUTHWEST O,US,  ,    ,52.7,-154.980,+0000.0,19951220,20080928
996640,99999,ENVIRONM BUOY 62023          ,US,  ,    ,51.4,-7.920,+0000.0,19920926,20081231
996740,99999,TANNER BANKS - 121NM WEST OF ,US,  ,    ,32.43,-119.530,+0000.0,20011129,20081231
996750,99999,ENVIRONM BUOY 62090          ,US,  ,    ,53.12,-11.200,+0000.0,19960314,20041231
996760,99999,STONEWALL BANKS - 20NM WEST O,US,  ,    ,44.62,-124.530,+0000.0,19930207,20081231
996780,99999,BARREN ISLAND                ,US,  ,    ,59.05,-152.230,+0003.0,19930912,19951115
996790,99999,ENVIRONM BUOY 62132          ,US,  ,    ,56.4,2,+0000.0,20011129,20080818
996810,99999,HARVEST EXPERIMENT PLATFORM  ,US,  ,    ,34.48,-120.690,+0003.0,19930830,19990217
996820,99999,ENVIRONM BUOY 62407          ,US,  ,    ,52.9,4,+0000.0,20011207,20080229
996830,99999,BUOY 62091 / M2 20NM EAST OF ,US,  ,    ,53.47,5.42,+0000.0,20020219,20081231
996940,99999,ENVIRONM BUOY 62152          ,US,  ,    ,54.2,2.4,+0000.0,20011129,20081231
996950,99999,ENVIRONM BUOY 62410          ,US,  ,    ,53.2,3.6,+0000.0,19960331,20041231
996970,99999,GALVESTON  22NM EAST OF GALVE,US,  ,    ,29.25,-94.410,+0000.0,20011129,20081231
996990,99999,OLYMPIC NORTHEAST            ,US,  ,    ,31.92,-80.850,+0003.0,19940908,20020517
997000,99999,OLYMPIC SOUTHWEST            ,US,  ,    ,31.89,-80.860,+0003.0,20010621,20020526
997010,99999,BUOY 41008 / GRAYS REEF - 40 ,US,  ,    ,31.4,-80.870,+0000.0,20020409,20081231
997030,99999,BUOY 41013 / FRYING PAN SHOAL,US,  ,    ,33.48,-77.580,+0003.0,20080101,20081231
997040,99999,DIAMOND SHOALS               ,US,NC,    ,35.06,-75.380,+0005.0,20080101,20081231
997060,99999,NA2 - NAVY-2                 ,US,  ,    ,27.16,-82.950,+0000.0,20080808,20081231
997070,99999,CMP4 - PASCO COUNTY BUOY  FL ,US,  ,    ,28.3,-83.300,+0000.0,20080101,20081231
997077,99999,SUNSET BEACH NEARSHORE WAVES ,US,NC,    ,33.842,-78.476,+0003.0,20120404,20210605
997078,99999,LITTLE PORT WALTER           ,US,AK,    ,56.388,-134.637,+0002.5,20120913,20150416
997079,99999,THUNDER BAY ISLAND           ,US,MI,    ,45.035,-83.194,+0175.9,20121015,20210605
997080,99999,CMP24 - WEST FLORIDA CENTRAL ,US,  ,    ,27.5,-83.720,+0000.0,20080101,20080926
997110,99999,GA-252 TABS B                ,US,  ,    ,28.99,-94.900,+0003.0,20080101,20081231
997130,99999,JONESPORT  MAINE             ,US,  ,    ,44.27,-67.310,+0000.0,20080101,20081231
997140,99999,BUOY A0102 - MASS. BAY/STELLW,US,  ,    ,42.52,-70.570,+0000.0,20080101,20081231
997150,99999,BUOY B0102 - WESTERN MAINE SH,US,  ,    ,43.18,-70.430,+0000.0,20080101,20081231
997160,99999,BUOY C0201 - CASCO BAY       ,US,  ,    ,43.57,-70.060,+0000.0,20080101,20081231
997170,99999,BUOY E0104 - CENTRAL MAINE SH,US,  ,    ,43.72,-69.360,+0000.0,20080103,20081231
997171,99999,SITKA                        ,US,AK,    ,57.052,-135.342,+0001.0,20121106,20210605
997173,99999,KAWAIHAE                     ,US,HI,    ,20.037,-155.829,+0001.0,20121106,20210605
997174,99999,CHARLESTON                   ,US,SC,    ,32.782,-79.925,+0006.0,20121106,20210605
997175,99999,PORT MOLLER                  ,US,AK,    ,66.986,-160.574,+0012.0,20121106,20170816
997176,99999,HOMER SPIT                   ,US,AK,    ,59.602,-151.417,+0015.0,20121126,20210605
997177,99999,ICY BAY                      ,US,AK,    ,59.923,-141.359,+0015.0,20121126,20210605
997178,99999,MARMION ISLAND               ,US,AK,    ,58.198,-134.257,+0003.0,20121126,20210605
997179,99999,MARY ISLAND                  ,US,AK,    ,55.099,-131.182,+0004.0,20121126,20210605
997180,99999,BUOY F0103 - WEST PENOBSCOT B,US,  ,    ,44.06,-69.000,+0000.0,20080101,20081231
997181,99999,BUOY I0103 - EASTERN MAINE SH,US,  ,    ,44.11,-68.110,+0000.0,20080101,20081231
997182,99999,BUOY J0201 - COBSCOOK BAY    ,US,  ,    ,44.89,-67.020,+0000.0,20080101,20081226
997183,99999,BUOY M0102 - JORDAN BASIN    ,US,  ,    ,43.49,-67.880,+0000.0,20080101,20081231
997184,99999,SCOTIAN SHELF                ,US,ME,    ,43.62,-66.550,+0004.0,20080204,20081117
997185,99999,CENTRAL LONG ISLAND SOUND    ,US,  ,    ,41.14,-72.660,+0000.0,20080101,20081231
997186,99999,WESTERN LONG ISLAND SOUND    ,US,  ,    ,40.96,-73.580,+0000.0,20080101,20081118
997190,99999,LAKE ONTARIO BUOY - 20NM NORT,US,  ,    ,43.62,-77.410,+0074.7,20080517,20081125
997198,99999,PORT ORFORD - 16 NM WEST OF P,US,  ,    ,42.75,-124.850,+0000.0,20080101,20081231
997199,99999,SOUTH SANTA ROSA ISLAND  CA  ,US,  ,    ,33.65,-120.200,+0003.0,20080101,20081231
997201,99999,SHUMAGIN ISLANDS             ,US,  ,    ,53.93,-160.810,+0003.0,20080101,20081231
997202,99999,ALBATROSS BANKS              ,US,  ,    ,56.05,-152.450,+0003.0,20080101,20081231
997203,99999,WESTERN PRINCE WILLIAM SOUND ,US,  ,    ,60.8,-148.280,+0003.0,20080101,20081231
997204,99999,CAPE SUCKLING 84NM SOUTHEAST ,US,  ,    ,59.69,-143.420,+0000.0,20080101,20081231
997205,99999,CAPE EDGECUMBE BUOY          ,US,  ,    ,56.59,-136.160,+0000.0,20080101,20081231
997206,99999,SAN CLEMENTE BASIN           ,US,  ,    ,32.5,-118.000,+0003.0,20080101,20081211
997207,99999,NEW DUNGENESS  WA (HEIN BANK),US,  ,    ,48.33,-123.170,+0003.0,20080101,20081231
997209,99999,ATLANTIC CITY MARINA  NJ     ,US,  ,    ,39.38,-74.420,+0000.0,20040803,20081231
997210,99999,AVALON  NJ                   ,US,  ,    ,39.09,-74.720,+0000.0,20040803,20081231
997211,99999,TAS - TARPON SPRINGS  FL     ,US,  ,    ,28.15,-82.750,+0000.0,20040904,20150122
997212,99999,BRANT BEACH  NJ              ,US,  ,    ,39.61,-74.200,+0000.0,20040803,20081231
997214,99999,PI-745 TABS K                ,US,  ,    ,26.13,-96.310,+0003.0,20040907,20081231
997216,99999,BUOY N - NORTHEAST CHANNEL   ,US,  ,    ,42.31,-65.930,+0000.0,20040907,20081231
997235,99999,ISLE DERNIERES  LA / CSI05   ,US,  ,    ,29.05,-90.530,+0000.0,20040921,20081231
997236,99999,MARSH ISLAND  LA / CSI03     ,US,  ,    ,29.44,-92.060,+0000.0,20040922,20200413
997238,99999,SALT POINT  LA  / CSI14      ,US,  ,    ,29.52,-91.550,+0000.0,20040921,20041231
997239,99999,SOUTH TIMBALIER BLOCK 52  LA ,US,  ,    ,28.87,-90.480,+0000.0,20040921,20200413
997241,99999,PLATFORM NO. 63106           ,US,  ,    ,61.017,1.117,+0003.0,20080103,20081231
997243,99999,NEAH BAY  WA (TRAFFIC SEPARAT,US,  ,    ,48.49,-124.730,+0003.0,20080101,20081231
997253,99999,U.S. NAVY TOWER M2R6         ,US,  ,    ,31.53,-80.240,+0000.0,20041109,20081231
997254,99999,9063020 - BUFFALO  NY        ,US,  ,    ,42.88,-78.890,+0178.3,20041122,20210605
997255,99999,9087044 - CALUMET  IL        ,US,  ,    ,41.73,-87.540,+0179.4,20041122,20210605
997256,99999,DESDEMONA SANDS LIGHT  OR    ,US,  ,    ,46.23,-123.960,+0010.0,20041122,20041231
997257,99999,9075099 - DE TOUR VILLAGE  MI,US,  ,    ,45.99,-83.900,+0179.6,20041122,20210605
997258,99999,9014098 - FORT GRATIOT  MI   ,US,  ,    ,43.01,-82.420,+0180.1,20041122,20210114
997259,99999,9099090 - GRAND MARAIS  MN   ,US,  ,    ,47.75,-90.340,+0186.2,20041122,20210605
997260,99999,9075014 - HARBOR BEACH  MI   ,US,  ,    ,43.85,-82.640,+0179.2,20041122,20210605
997261,99999,9087023 - LUDINGTON  MI      ,US,  ,    ,43.95,-86.440,+0179.4,20041122,20210605
997262,99999,9099018 - MARQUETTE C.G.  MI ,US,  ,    ,46.55,-87.380,+0187.5,20041122,20210605
997263,99999,MARSH ISLAND  OR             ,US,  ,    ,46.21,-123.620,+0007.0,20041122,20041231
997264,99999,9052030 - OSWEGO  NY         ,US,  ,    ,43.46,-76.510,+0078.0,20041122,20210605
997265,99999,9099004 - POINT IROQUOIS  MI ,US,  ,    ,46.49,-84.630,+0186.1,20041122,20210605
997266,99999,9076024 - ROCK CUT  MI       ,US,  ,    ,46.27,-84.190,+0179.6,20041122,20210605
997267,99999,U.S. NAVY TOWER R4           ,US,  ,    ,30.8,-80.320,+0000.0,20041122,20041231
997268,99999,9076070 - S.W. PIER  MI      ,US,  ,    ,46.5,-84.370,+0185.7,20041122,20210605
997269,99999,DULUTH                       ,US,  ,    ,46.78,-92.090,+0185.4,20080101,20081231
997270,99999,ATLANTIC CITY                ,US,NJ,    ,39.35,-74.420,+0010.0,20080101,20210605
997271,99999,THE BATTERY                  ,US,NY,    ,40.701,-74.014,+0010.0,20080117,20210605
997272,99999,BERGEN POINT                 ,US,NY,    ,40.639,-74.146,+0010.0,20080101,20210605
997273,99999,BORDEN FLATS LIGHT           ,US,MA,    ,41.7,-71.170,+0010.0,20080101,20210605
997274,99999,WOODS HOLE                   ,US,MA,    ,41.52,-70.670,+0010.0,20080101,20210605
997275,99999,PORTLAND                     ,US,ME,    ,43.65,-70.250,+0010.0,20080101,20210605
997276,99999,CAPE MAY                     ,US,NJ,    ,38.97,-74.970,+0010.0,20080101,20130430
997277,99999,CONIMUCUT LIGHT              ,US,RI,    ,41.72,-71.330,+0010.0,20080101,20210605
997278,99999,PROVIDENCE                   ,US,RI,    ,41.8,-71.400,+0010.0,20080101,20210605
997279,99999,FALL RIVER                   ,US,MA,    ,41.7,-71.000,+0010.0,20080101,20210605
997280,99999,KINGS POINT                  ,US,NY,    ,40.8,-73.770,+0010.0,20080101,20210605
997281,99999,LEWES                        ,US,DE,    ,38.78,-75.120,+0010.0,20080101,20210605
997282,99999,MONTAUK                      ,US,NY,    ,41.05,-71.970,+0010.0,20080101,20210605
997283,99999,NEW LONDON                   ,US,CT,    ,41.35,-72.080,+0008.5,20080101,20210605
997284,99999,NEW HAVEN                    ,US,CT,    ,41.28,-72.880,+0010.0,20080101,20210605
997285,99999,NEWPORT                      ,US,RI,    ,41.5,-71.320,+0010.0,20080101,20210605
997286,99999,PHILADELPHIA                 ,US,PA,    ,39.93,-75.000,+0020.0,20080101,20210605
997287,99999,EASTPORT                     ,US,ME,    ,44.9,-66.980,+0010.0,20080101,20210605
997288,99999,QUONSET POINT                ,US,RI,    ,41.58,-71.400,+0010.0,20080102,20210605
997289,99999,SANDY HOOK                   ,US,NJ,    ,40.47,-74.000,+0010.0,20080101,20210605
997290,99999,BRIDGEPORT                   ,US,CT,    ,41.17,-73.180,+0010.0,20080101,20210605
997291,99999,FOREST OIL HIGH ISLA         ,US,LA,    ,28.12,-93.670,+0034.0,20080101,20101217
997292,99999,LA JOLLA                     ,US,CA,    ,32.87,-117.250,+0020.0,20080101,20210605
997293,99999,MARBLEHEAD                   ,US,OH,    ,41.55,-82.900,+0190.0,20080101,20210605
997294,99999,POTTER COVE - PRUDENCE ISLAND,US,RI,    ,41.637,-71.339,+0003.0,20080101,20210605
997295,99999,TOLEDO                       ,US,OH,    ,41.68,-83.400,+0184.0,20080101,20210605
997296,99999,BALTIMORE  MD                ,US,MD,    ,39.27,-76.570,+0010.0,20080101,20210605
997297,99999,CAMBRIDGE  MD                ,US,MD,    ,38.57,-76.070,+0006.0,20080101,20210605
997298,99999,CHEASAPEAKE BIO LAB          ,US,VA,    ,38.317,-76.450,+0010.0,20070202,20081002
997299,99999,CHEASAPEAKE BRIDGE           ,US,VA,    ,36.97,-76.120,+0016.0,20080101,20170928
997300,99999,CHEASAPEAKE CITY             ,US,MD,    ,39.52,-75.800,+0010.0,20080101,20210605
997301,99999,FT PALASKI                   ,US,GA,    ,32.03,-80.900,+0006.0,20080101,20210605
997302,99999,FRANCIS SCOTT KEY BR         ,US,MD,    ,39.22,-76.520,+0010.0,20080101,20210605
997304,99999,LEWISETTA  VA                ,US,VA,    ,37.98,-76.470,+0010.0,20080101,20210605
997305,99999,MONEY POINT  VA              ,US,VA,    ,36.77,-76.300,+0010.0,20080101,20210605
997306,99999,SPRINGMAID PIER              ,US,SC,    ,33.65,-78.920,+0010.0,20080124,20180912
997307,99999,OREGON INLET MARINA          ,US,NC,    ,35.8,-75.530,+0010.0,20080101,20210605
997308,99999,RAPPAHANNOCK LGT             ,US,VA,    ,37.53,-76.020,+0010.0,20080101,20210605
997309,99999,SOLOMONS ISLAND              ,US,MD,    ,38.32,-76.450,+0010.0,20080101,20210605
997310,99999,SUNSET BEACH  NC             ,US,NC,    ,33.87,-78.500,+0010.0,20080101,20080317
997312,99999,TOLCHESTER BEACH             ,US,MD,    ,39.2,-76.230,+0010.0,20080101,20210605
997313,99999,WACHAPREAGUE                 ,US,VA,    ,37.6,-75.680,+0010.0,20080101,20210605
997314,99999,WASHINGTON                   ,US,DC,    ,38.87,-77.020,+0010.0,20080101,20210605
997315,99999,YORKTOWN  VA                 ,US,VA,    ,37.22,-76.480,+0010.0,20080101,20210605
997316,99999,GRAYS HARBOR  WA (036)       ,US,  ,    ,46.86,-124.240,+0000.0,20080101,20081231
997317,99999,HUMBOLDT BAY SOUTH SPIT  CA (,US,  ,    ,40.75,-124.310,+0000.0,20080101,20081231
997318,99999,CAPE MENDOCINO  CA (094)     ,US,  ,    ,40.29,-124.740,+0000.0,20080101,20081231
997319,99999,POINT REYES  CA (029)        ,US,  ,    ,37.57,-123.280,+0000.0,20080101,20081231
997320,99999,DIABLO CANYON  CA (076)      ,US,  ,    ,35.21,-120.860,+0000.0,20080101,20081231
997321,99999,GOLETA POINT  CA (107)       ,US,  ,    ,34.33,-119.800,+0000.0,20080101,20081231
997322,99999,ANACAPA PASSAGE  CA (111)    ,US,  ,    ,34.17,-119.430,+0000.0,20080101,20081231
997323,99999,HARVEST  CA (071)            ,US,  ,    ,34.45,-120.780,+0000.0,20080101,20081214
997326,99999,SANTA MONICA BAY  CA (028)   ,US,  ,    ,33.85,-118.630,+0000.0,20080101,20081231
997327,99999,SAN PEDRO  CA (092)          ,US,  ,    ,33.62,-118.320,+0000.0,20080101,20081231
997328,99999,DANA POINT  CA (096)         ,US,  ,    ,33.46,-117.770,+0000.0,20080101,20081231
997329,99999,OCEANSIDE OFFSHORE  CA (045) ,US,  ,    ,33.18,-117.470,+0000.0,20080101,20081231
997330,99999,TORREY PINES OUTER  CA (100) ,US,  ,    ,32.93,-117.390,+0000.0,20080101,20081231
997334,99999,WAIMEA BAY  HI (106)         ,US,  ,    ,21.67,-158.120,+0000.0,20080101,20081231
997335,99999,MOKAPU POINT  HI (098)       ,US,  ,    ,21.42,-157.680,+0000.0,20080101,20081231
997336,99999,IPAN  GUAM (121)             ,US,  ,    ,13.54,144.79,+0000.0,20080101,20081231
997337,99999,CALCASIEU PASS               ,US,LA,    ,29.768,-93.343,+0003.0,20080101,20210605
997338,99999,CHICAGO                      ,US,IL,    ,42,-87.500,+0202.0,20080101,20210605
997339,99999,MICHIGAN CITY                ,US,IN,    ,41.73,-86.930,+0197.0,20080102,20210605
997340,99999,KENOSHA                      ,US,WI,    ,42.58,-87.800,+0196.0,20080101,20210605
997341,99999,MUSKEGON                     ,US,MI,    ,43.23,-86.330,+0185.0,20080101,20210605
997342,99999,MILWAUKEE                    ,US,WI,    ,43.05,-87.880,+0188.0,20080327,20210605
997343,99999,SOUTH HAVEN                  ,US,MI,    ,42.4,-86.280,+0193.0,20080101,20210605
997344,99999,TOLEDO LIGHT 2               ,US,OH,    ,41.82,-83.180,+0188.0,20080101,20210605
997345,99999,CLEARWATER BEACH             ,US,FL,    ,27.97,-82.830,+0010.0,20080101,20210605
997346,99999,FT MYERS                     ,US,FL,    ,26.65,-81.870,+0006.0,20080101,20210605
997347,99999,FERNANDINA BEACH             ,US,FL,    ,30.67,-81.470,+0007.0,20080101,20210605
997348,99999,KEY WEST                     ,US,FL,    ,24.55,-81.800,+0007.0,20080101,20210605
997351,99999,NAPLES                       ,US,FL,    ,26.12,-81.800,+0010.0,20080101,20210605
997352,99999,PANAMA CITY BEACH            ,US,FL,    ,30.22,-85.880,+0010.0,20080101,20210605
997353,99999,ST PETERSBURG                ,US,FL,    ,27.75,-82.620,+0010.0,20080101,20210605
997354,99999,TRIDENT PIER                 ,US,FL,    ,28.42,-80.580,+0010.0,20080101,20210605
997355,99999,VIRGINIA KEY                 ,US,FL,    ,25.73,-80.150,+0010.0,20100101,20210605
997356,99999,VACA KEY                     ,US,FL,    ,24.72,-81.100,+0010.0,20080101,20210605
997357,99999,MCKAY BAY ENTRANCE           ,US,FL,    ,27.913,-82.425,+0002.0,20080101,20200520
997358,99999,MAYPORT                      ,US,FL,    ,30.397,-81.430,+0002.0,20080101,20210605
997359,99999,ALPENA                       ,US,MI,    ,45.067,-83.417,+0179.0,20080324,20210605
997360,99999,BAYOU GAUCHE                 ,US,LA,    ,29.77,-90.420,+0010.0,20080101,20210605
997361,99999,EAGLE POINT                  ,US,TX,    ,29.48,-94.920,+0010.0,20080101,20210605
997362,99999,FREEPORT                     ,US,TX,    ,28.95,-95.300,+0000.0,20080101,20080319
997363,99999,GALVESTON PLEASURE           ,US,TX,    ,29.28,-94.780,+0017.0,20080101,20110720
997364,99999,GALVESTON PIER 21            ,US,TX,    ,29.3,-94.780,+0000.0,20080101,20210605
997365,99999,BAYOU LABRANCH               ,US,LA,    ,30.05,-90.370,+0010.0,20080101,20111231
997366,99999,MALAQUITE BEACH              ,US,TX,    ,27.58,-97.220,+0010.0,20080101,20210605
997367,99999,WAVELAND                     ,US,MS,    ,30.283,-89.367,+0010.0,20050405,20050829
997368,99999,SABINE PASS NORTH            ,US,TX,    ,29.73,-93.870,+0003.0,20080101,20200930
997369,99999,PORT ISABEL                  ,US,TX,    ,26.05,-97.220,+0010.0,20080101,20210527
997370,99999,MORGANS POINT                ,US,TX,    ,29.68,-94.980,+0010.0,20080101,20210605
997371,99999,KIPTOPEKE                    ,US,VA,    ,37.17,-75.980,+0007.0,20080101,20210605
997372,99999,REEDY POINT                  ,US,DE,    ,39.9,-75.570,+0000.0,20080101,20210605
997373,99999,WESTERN ALEUTIANS            ,US,  ,    ,51.32,179.1,+0003.0,20080609,20081231
